Id,SalePrice
1461,97536.57081025366
1462,123942.93979870519
1463,194865.73470938313
1464,199266.8382278217
1465,161823.5990129863
1466,173869.23346088492
1467,196112.77871182546
1468,144218.0203912117
1469,144201.63491664376
1470,105655.06367006565
1471,162800.42778181314
1472,111350.17859756394
1473,118137.98504809968
1474,145229.93323969995
1475,176435.6982483911
1476,309955.28983965825
1477,249188.20318317736
1478,269830.8755739226
1479,289429.6581731162
1480,594318.2459442541
1481,333429.11913687486
1482,189600.52682114043
1483,159228.12401379025
1484,138849.49524340229
1485,184986.6135431527
1486,187967.78367204664
1487,362105.2512457761
1488,214096.46112691032
1489,199024.0608236255
1490,221372.73782141262
1491,194490.25199616927
1492,83665.71278607407
1493,121396.64883112215
1494,304675.7106350246
1495,267875.52802176925
1496,246496.02040827004
1497,173834.90123670915
1498,162301.60369485398
1499,124330.65211605275
1500,142803.47996859666
1501,187803.06148413545
1502,141452.48342631204
1503,315191.66539726406
1504,225646.3530599605
1505,231124.072096183
1506,188850.96799363106
1507,318799.11102266813
1508,223399.76098754318
1509,169456.4208914122
1510,168362.3527074815
1511,111472.73202354736
1512,217542.13719535008
1513,131822.79591405182
1514,163319.03233205178
1515,271286.24472927145
1516,167479.97060678966
1517,174552.33404417944
1518,144136.50614554517
1519,215361.50415404674
1520,134107.84346065146
1521,130205.597810425
1522,196498.73751070377
1523,129944.1400420767
1524,128506.19338054092
1525,108687.82148779964
1526,134081.4718733736
1527,64896.99341327176
1528,113156.73543192538
1529,171503.87930489308
1530,156460.9698197515
1531,69397.73837468824
1532,53010.06362572937
1533,119908.83526563174
1534,77601.61505676185
1535,100800.11898761323
1536,88869.6537127394
1537,55420.44542927155
1538,117908.97406867056
1539,224021.97520351643
1540,64133.06218197281
1541,261765.87723842412
1542,114585.56947378835
1543,125734.70425008873
1544,76482.75913054979
1545,122528.79669063554
1546,103953.53532362964
1547,114560.3229820663
1548,102516.04740601455
1549,79286.2775906712
1550,133157.3318464148
1551,76310.55277605978
1552,181491.23328320583
1553,138693.85011651082
1554,146654.73679952815
1555,142115.0877339041
1556,71020.993825849
1557,121416.73484405984
1558,99847.31050089926
1559,40485.003412054175
1560,57170.91345659216
1561,145921.5306730923
1562,125483.70039022427
1563,150746.53308007953
1564,187764.89837325396
1565,137037.5311205453
1566,321260.96266694734
1567,61215.70917353498
1568,219957.64777431055
1569,128310.21363892576
1570,130693.77941398625
1571,127673.2441682759
1572,140474.7437363923
1573,218489.6294441201
1574,127581.64315034567
1575,205331.93689930707
1576,175442.44208627837
1577,177245.48772487853
1578,190690.5836547446
1579,104988.57041671958
1580,184840.49156649347
1581,140161.77012737285
1582,118639.42892497269
1583,299125.8164154019
1584,194165.96737401778
1585,137529.66039137816
1586,63333.765954566974
1587,161166.5019978935
1588,117930.91468895733
1589,128392.27591794502
1590,125902.67260071279
